Description,Image,Gender,Specifications
Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27486512/2024/5/21/258bbddf-2d7e-4079-a810-279cb3f8cbbe1716266019806-NOBERO-Geometric-Printed-Drop-Shoulder-Sleeves-Oversized-Pur-6.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Hooded Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24656730/2023/8/25/f0ea6b5f-abf7-4ac2-bb58-984250fd9d721692963896067HIGHLANDERMenTealStripedHoodedPocketsT-shirt1.jpg",men,"{'Fabric': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Hood', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23241768/2023/5/17/285a4a85-824c-436e-b427-fdf2987ced381684331650456SPYKARMenGreyFloralPrintedPoloCollarTropicalPocketsSlimFitT-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Unisex Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28484158/2024/3/24/cdcb6339-efc3-4252-8814-5666ba753b4c1711267407219BOTNIAUnisexAppliqueT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Solid Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/6/dfaf96e7-6cf5-44fd-bf73-a05c0b715b4f1604631335488-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Cotton Printed Polo T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28607588/2024/9/23/cdc1f69f-64a4-45d2-8b5c-9b312082c0d51727091928628-Nautica-Men-Tshirts-7451727091928260-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Printed Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27367948/2024/5/7/7e95f961-4668-4723-95a4-7d2e46a05db91715075862098-Levis-Men-Tshirts-2381715075861772-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men UPF50 Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30807677/2024/10/5/fb5c8333-af33-438f-8273-8a39830f523d1728125282111-Technosport-Men-UPF50-Colourblocked-Polo-Collar-Slim-Fit-T-s-1.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Closure': 'Button', 'Fabric': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Self Designed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23613014/2023/6/13/18e39188-e3a7-4696-85cd-b432e59a7d801686640661387VanHeusenMenPurpleMandarinCollarT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Micro or Ditsy Print', 'Multipack Set': 'Single', 'Neck': 'Mandarin Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Printed Applique T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/q8Tz1MVU_cfd8ed1ebd3448d8ad9a32074020c6ab.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Textured Oversized T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27301630/2024/2/2/e7af2727-8196-4650-8b42-1823ee72b1481706878235297ManiacMenStripedMandarinCollarAppliqueT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Cotton', 'Fabric 3': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Polo Collar Pure Cotton Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24314800/2023/8/2/2dbeb1fc-d02e-4399-a6d3-aa584484d4d81690981443846Tshirts7.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Navy Blue Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13613694/2021/5/5/96e78cb2-13de-4c9c-94ee-c08ca5772d821620204519642-Roadster-Men-Tshirts-6261620204518641-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Colourblocked'}"
Men Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16315180/2022/4/19/9c3c7f01-0f7f-4863-ae4a-003d2214c0541650352060017-Mast--Harbour-Men-Tshirts-4271650352059480-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Colourblocked Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26692208/2023/12/27/ef1af21a-fe86-4b1c-9688-efc240fddf441703692788940AllenSollyMenRedColourblockedPoloCollarT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28842274/2024/4/10/db9ad334-cd8c-402a-8d69-d4da83165f611712752312802CLAFOUTISMenHenleyNeckPocketsT-shirt1.jpg",men,"{'Fabric': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Round Neck Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27633058/2024/9/9/30294fe1-0af9-4d00-913b-07b676598ce11725876414287-WROGN-Men-Tshirts-6741725876413851-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Henley Neck Slim Fit T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24575548/2023/8/21/b6f0f2a9-d2ec-45fe-88c8-37d53b23b1ae1692620236982JackJonesMenWhiteHenleyNeckPocketsSlimFitT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Henley Neck'}"
Brand Logo Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29431580/2024/7/30/abbaae87-1022-45f9-ba68-e1b10b823d8d1722341026487-French-Connection-Men-Tshirts-4411722341025976-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21670008/2023/1/23/5600dbbb-8560-4bd8-b50a-7e5f219bf6381674474276922RedTapePalePinkGraphicPrint100CottonRoundNeckMensT-Shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Printed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/26/1bAI6MtV_051f5b7429b04db2b868f9a61bfe4ac1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Mandarin Collar Cotton Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11677084/2024/9/21/663d4927-fea5-4d7a-95c3-11ce150b48781726939422451-Urbano-Fashion-Men-Green-Mandarin-Collar-Cotton-Pure-Cotton--1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Mandarin Collar', 'Occasion': 'Casual'}"
Men Solid Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25060278/2023/9/27/cbdc0fc1-628b-4d2f-a6f9-3d12b80001171695815291743-Roadster-Men-Tshirts-2981695815291487-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Raw Edge Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29344364/2024/5/3/ba8f74ae-2191-474a-9bc4-a0c271e83e091714748177101GreenfibreMenPrintedPoloCollarTropicalRawEdgeSlimFitT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Tropical', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/9/czFtdDuW_1a21220dd13f4cc28996055553aebe69.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/23/dXFNFB1W_0bb1e4bfe5124281af9dabdf74300d86.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28927604/2024/4/13/db0999b8-fd5b-49bf-9b03-bbd70fcbc62b1713016141117Tshirts1.jpg",men,"{'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual', 'Package Contains': '1 t-shirt'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26909840/2024/1/18/c098f494-bf67-499b-afc6-904dbdcc35411705554733067-Roadster-Men-Tshirts-5491705554732817-1.jpg",men,"{'Closure': 'Zip', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Solid Polo Collar Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3009074/2018/5/31/babd7a19-665e-4466-8e56-f5b47b84afbc1527759625475-Roadster-Men-Green-Solid-Polo-Collar-T-shirt-401152775962458-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual', 'Pattern': 'Solid'}"
Men Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/19/QwzrYRQT_c90858484d5945f788f809dd1c989165.jpg",men,"{'Closure': 'Button', 'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/7/0h4ZgApn_33cd51789f4642ccb8348f204641b5e8.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12747352/2024/2/26/781eeb91-aba2-46cf-b53f-c0522d2ed0c11708926100787-Bewakoof-Men-Black-Printed-Round-Neck-Pure-Cotton-T-shirt-22-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Pattern Coverage': 'Chest'}"
Printed Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/JULY/29/eBCSvGac_cb6f112c94ca406a9d58affea943c2b6.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Self Design T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/29/7CaLFWlO_91f618b60aa54ecab1d156769d564bcc.jpg",men,"{'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Henley Neck Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28611452/2024/4/1/14498e50-1ab2-4598-861a-b8c16aa3693c1711975067286PowerlookMenHenleyNeckPocketsT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Henley Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Solid Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/9/bSQoXklV_a4a08b2c445e4028b36f22ed777bd532.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Unisex Oversized T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/14/hPgl0i4R_7870018d7b1c4e0aa216c4da6ef2f45e.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Oversized Dyed T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30575840/2024/8/29/64a079c5-c62c-46b0-a5aa-bec4149d92241724908210475-Powerlook-Men-Dyed-Round-Neck-Oversized-T-Shirt-924172490820-2.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Tie and Dye', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Men Dri-FIT Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/25/C24xiW2B_00d5ffef21f449468520d3958e7ee21e.jpeg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21827928/2023/2/8/2f607d36-47bf-4118-8a7f-5b65cdc4237c1675854367359-HRX-by-Hrithik-Roshan-Men-Tshirts-6431675854366888-1.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Sports'}"
Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/17/7n8wLqtc_cd9c03f162a346bf96470ffaaa77e9ce.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Pure Cotton Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25758652/2024/2/27/05eec360-eff6-42b4-bdfa-146c56ba9e061709027565623-Levis-Men-Tshirts-6661709027565271-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Round Neck Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12117166/2020/11/19/37c29a13-ca8f-4df0-aa7f-39eb79fe97111605783666793-Roadster-Men-Tshirts-4691605783665443-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Pattern Coverage': 'Chest'}"
Men Navy Blue Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/O4uBk8JE_788797222fdf47d3bd2ea17fba88c73b.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Striped Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25695246/2023/11/9/bedb7285-e1fe-4417-8ebf-39d1cd13e8f91699551049346ManiacMenGreenStripedPoloCollarPocketsT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Multi or Variegated Stripes', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Structured Oversize T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/RQF28P2c_b50484dc343a4c5eb1fe382f08a1a5e8.jpg",men,"{'Fabric': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Oversized Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26858810/2024/3/19/038d09b0-220e-488d-8707-d0b6c1b769991710836863241-NOBERO-Graphic-Printed-Oversized-T-shirt-6021710836863167-7.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Printed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/Gz9bBYHh_e668d5d6a4b842f782cab159698df602.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18798050/2022/8/8/b2ac6961-dd69-486a-91ac-9a5bca7fc47f1659948216387-ether-Men-Tshirts-3681659948215909-1.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Polo Collar Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29344396/2024/5/3/2e159c8a-38e1-41db-997f-f9131c9063a01714748179118GreenfibreMenStripedPoloCollarPocketsSlimFitT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Multi or Variegated Stripes', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29564798/2024/5/30/ed1cdee9-0b74-4348-911e-a89c462ecf2b1717069895797-ADIDAS-Men-Tshirts-7781717069895349-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Sports'}"
Round Neck Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22281674/2023/3/10/c5946fdb-7178-4529-8b67-3012ad82d3da1678451606153JackJonesMenBrownPocketsSlimFitT-shirt1.jpg",men,"{'Fabric 2': 'Cotton', 'Fabric 3': 'Elastane', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual'}"
Printed Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23241768/2023/5/17/285a4a85-824c-436e-b427-fdf2987ced381684331650456SPYKARMenGreyFloralPrintedPoloCollarTropicalPocketsSlimFitT-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Relaxed Fit Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29143592/2024/8/30/91965475-4b0d-4358-9017-95026495386a1724993432450-Roadster-Men-Tshirts-6221724993431934-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Polo Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20963302/2022/11/29/67201e15-51e7-409f-b130-85eafe97052d1669690165216KrypticMenWhiteFloralPrintedV-NeckTropicalT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Abstract', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Cotton Printed Polo T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28607588/2024/9/23/cdc1f69f-64a4-45d2-8b5c-9b312082c0d51727091928628-Nautica-Men-Tshirts-7451727091928260-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Printed Lounge T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16266732/2023/11/7/47fa93fc-75d1-412d-8453-71a4333efee71699350831919USPoloAssnMenGreyPrintedPureCottonLoungeT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Neck': 'Round Neck', 'Pattern': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22086504/2024/7/18/6f6cf9d9-2343-467c-8c08-441ca391850a1721294644529-HRX-by-Hrithik-Roshan-Men-Lifestyle-Polo-Collar-T-shirt-3717-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
